participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.valid_code,player.payoff,group.id_in_subsession,group.amount_offered,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,x2kg8vtl,,0,10,10,ultimatum_windfall_vignette,1,Validation,10.138.121.5,2017-08-17 23:47:55.311754+00:00,0,1,,,0.00,1,,0.00,2,0.99,0,1,c12dfekx,,,,,,1
2,f560sfy0,,0,10,10,ultimatum_windfall_vignette,1,Validation,10.138.121.5,2017-08-17 23:48:08.088151+00:00,0,1,,,0.00,2,,0.00,2,0.99,0,1,c12dfekx,,,,,,1
1,6yntxmvj,,0,4,10,ultimatum_windfall_vignette,1,WaitToStart,10.63.30.96,2017-08-17 23:49:43.330871+00:00,0,1,,,0.00,1,,0.00,1,,,1,4rv6dm89,,,,,,1
2,6fnh5qxl,,0,0,10,,,,,,0,0,,,0.00,2,,0.00,1,,,1,4rv6dm89,,,,,,1
1,q6nbxbkg,,0,9,10,ultimatum_windfall_vignette,1,Results,10.45.73.26,2017-08-17 23:57:14.168223+00:00,0,1,,,0.00,1,,0.00,2,0.00,0,1,zqn0u9te,,,,,,1
2,l0xqxfsw,,0,9,10,ultimatum_windfall_vignette,1,Results,10.45.73.26,2017-08-17 23:57:26.590493+00:00,0,1,,,0.00,2,,0.00,2,0.00,0,1,zqn0u9te,,,,,,1
1,ktsr7a9u,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.81.172.78,2017-08-17 23:59:31.599674+00:00,0,1,AVOF14300525D,3VHHR074H4W4B0G8IP08UKNMU497LQ,0.50,1,6415945,0.50,2,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
2,2uru22w3,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.71.204.252,2017-08-17 23:59:38.288476+00:00,0,1,AMB2CMVR8TCXU,33FBRBDW6PEF8ARLFHZF51TUBF1C82,0.60,1,7594652,0.60,3,0.40,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
3,iemzz80e,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.152.65.114,2017-08-18 00:00:01.979161+00:00,0,1,A2GOYSTIL3LOV1,3RJSC4XJ119CR0D353ZSYGH200305V,0.50,1,3337015,0.50,4,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
4,i70ro8bw,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.186.38.2,2017-08-18 00:00:02.518910+00:00,0,1,A1XAOEDK0Y2KBT,32Z9ZLUT1MZ9AAPH8Q2CDEGA3CAHOJ,0.50,2,7188868,0.50,2,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
5,l4juhcwz,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.132.249,2017-08-18 00:00:12.440603+00:00,0,1,A1LUM8ICNKFUX0,3LRKMWOKB6WHUO06REAM68HCYXV2ZO,0.40,2,5304810,0.40,3,0.40,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
6,70cebnfd,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.13.194.229,2017-08-18 00:00:33.493233+00:00,0,1,AWOLBQZMUHKTU,3G5W44VEU8XCKN9RQSS1LXN047NKG3,0.50,2,1279004,0.50,4,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
7,vrslga0y,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.150.135.91,2017-08-18 00:00:45.611551+00:00,0,1,ASIBZ1YHF6RQ3,3OS4RQUCRAU5DK929V9Q494YGYEFBF,0.50,1,3847689,0.50,7,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
8,3v6bz0fw,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.178.64.67,2017-08-18 00:00:45.508360+00:00,0,1,A1LRDHZZUVF9AZ,3NJM2BJS4XL0E2Q21Y1QRNOK0P1CPM,0.00,1,6523879,0.00,5,0.50,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
9,yefusggj,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.111.221.243,2017-08-18 00:02:16.102006+00:00,0,1,A3QDFV8LK9A1HX,3VBEN272MLEA86MZV113CJEAL10SGS,0.50,2,6788195,0.50,8,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
10,2sk78qpc,,0,9,10,ultimatum_windfall_vignette,1,Results,10.169.197.46,2017-08-18 00:03:15.917231+00:00,0,1,A38R7SIVV118KT,3BDCF01OGY9NQKC95YQ87X7JY3ILY5,0.00,2,,0.00,5,0.50,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
11,r11w5l43,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.69.205.24,2017-08-18 00:04:12.729113+00:00,0,1,A1VJN1Y35LDNPE,39RP059MEI8BJU1JVID3ZZO7DZQMBT,0.50,1,4456496,0.50,6,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
12,h258dp0w,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.132.249,2017-08-18 00:05:44.174163+00:00,0,1,A4IX0UUC3A3GY,3Y54SXRO1M0USO0946VAQ3BNWSTTUI,0.50,2,316878,0.50,6,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
13,eydpzbpp,,0,3,10,consent_start2_copy,1,Proceed,10.157.112.148,2017-08-18 00:06:21.641289+00:00,0,1,A3891AS26VQIAS,3YZ8UPK3VU1D67YYIK0K1TBJ86TUC0,0.00,13,,0.00,1,,,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
14,s4k7jzda,,0,9,10,ultimatum_windfall_vignette,1,Results,10.143.28.92,2017-08-18 00:06:23.661032+00:00,0,1,A1THXHPVWVEWNZ,30MVJZJNHNS2UTG1U1MFS110L5T9J3,0.00,2,,0.00,9,0.50,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
15,f9ri5luv,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.13.194.229,2017-08-18 00:12:07.848696+00:00,0,1,A1G17IJC53N6K3,3VAR3R6G1QGGHZOO5M8601NB0TLO8C,0.50,2,6069504,0.50,7,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
16,y0dzrigk,,0,3,10,consent_start2_copy,1,Proceed,10.141.27.204,2017-08-18 00:12:48.684706+00:00,0,1,A390LJJVHF36FX,3M0NZ3JDP2D9TLJT9XCK4FKOI7NZ5N,0.00,16,,0.00,1,,,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
17,gvbe60sh,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.81.229.55,2017-08-18 00:15:19.586735+00:00,0,1,A2CTUC9T6QF10J,31T4R4OBOTVB8WM25C79R1XZ0VXC7H,0.50,1,271950,0.50,8,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
18,4k8x65p2,,0,3,10,consent_start2_copy,1,Proceed,10.179.204.228,2017-08-18 00:18:22.548531+00:00,0,1,A2YLK83DQ6PA5Y,3RANCT1ZVGWUW26S4K4PQ951QLUBUB,0.00,18,,0.00,1,,,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
19,s6xnuslq,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.187.70.119,2017-08-18 00:18:39.844712+00:00,0,1,A1GRLZL4F72RBJ,3R2PKQ87NXNL62FP1S5KLMSK8PCIM0,0.00,1,5300281,0.00,9,0.50,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
20,mo77xtxt,,0,9,10,ultimatum_windfall_vignette,1,Results,10.179.55.98,2017-08-18 00:21:46.176536+00:00,0,1,A2R7GB0KGZQVWY,3Z7ISHFUH1ASG32V7VJNGZUFKXPZ8Q,0.00,1,,0.00,10,0.10,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
21,56zu748p,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.167.190.210,2017-08-18 00:25:31.112030+00:00,0,1,A1CD3C4WYCBVL8,338JKRMM27EK86VGY7XUCJW5EV9AHG,0.00,2,9306738,0.00,10,0.10,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
22,h0i4ecav,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.135.32,2017-08-18 00:26:01.411727+00:00,0,1,A1LEWF3XCAKF39,3Q8GYXHFEQHWLS8JHJSCTHJ39P35CW,0.50,1,6256564,0.50,11,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
23,qkvyck7d,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.143.28.92,2017-08-18 00:27:52.472307+00:00,0,1,AXZZ4FQQWUZ2W,3OS4RQUCRAU5DK929V9Q494YGYHBFE,0.00,2,4042845,0.00,15,0.00,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
24,gu2b809t,,0,10,10,ultimatum_windfall_vignette,1,Validation,10.71.211.222,2017-08-18 00:32:49.125625+00:00,0,1,A3BXT78QXFC6F3,3ZQIG0FLQFVMXKT341AQ99K5ETNVW2,0.00,1,,0.00,12,0.00,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
25,gb557t1n,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.31.48.247,2017-08-18 00:30:15.928930+00:00,0,1,AB8NQXV998NFM,3DH6GAKTYZ47V9TDKZHHFCIHDCTYZ4,0.50,2,9400657,0.50,11,0.50,1,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
26,lwgdrb4h,,0,9,10,ultimatum_windfall_vignette,1,Results,10.164.78.133,2017-08-18 00:32:44.262884+00:00,0,1,A2TFP54ZE2YC0H,3KRVW3HTZO0A0GIL64ZYPOY7HNFMSX,0.00,2,,0.00,12,0.00,0,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
27,5ht9b5fj,,0,3,10,consent_start2_copy,1,Proceed,10.164.172.163,2017-08-18 00:37:38.041208+00:00,0,1,A3TK7HVFEKB00R,3C44YUNSI24AJUWG1UW1BT62LPHDPR,0.00,27,,0.00,1,,,1,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
